sent,label
lots of song options and love the playlist it puts together.,1
i really like a sound.....hello everyone...have a nice day....ðÿ˜žðÿ˜žðÿ˜ž stay safe...always god bless...ðÿ™ðÿ™ðÿ™,1
great app.too many commercials,-1
"randomly stops when listening to music or podcasts. quite annoying, missing winamp more everyday.",-1
"to tell you the truth guys i preferred spotify stations it's easier to customize playlists based on the individual artists. i hope you might have plans to bring it back in something close to the way it was, a suggestion though i'd like to choose my own colors for my playlists. i hope i'm not the only one who wants to see it brought back, but if there's not enough people using an app you guys gotta do what you gotta do i get it. thanx for listening.",-1
"none of the music actually plays. the ads do, but never the music.",-1
"good app, access to loads and loads of music, ads are annoying but every ad is like that but there is the option to pay for premium, overall i love this app",1
great! love the content! but it doesn't get 5 starts because the app can act up. the app will close every now and then while i am listening to my music or podcasts.,-1
"i don't like when i search a song; that it doesn't let me listen right away. it puts the song in a ""playlist"" that i don't want to hear.",-1
"spotify was fine, i never paid to remove the ads because i don't mind them. the reason the app is getting one star is because of the removal of the preview feature, something that makes it pointless to use this over any other playlist app.",-1
app performance is good but one thing which make this app not good is a lot of ads and it is soo irritating so i am disliking it,-1
"breaking up often (typically every each 9-10 seconds) skipping 2-3 seconds. extremely annoying. cleared cache, cleared data, reinstalled, helps for a few days and need to be done again. lots of bloat functionalities, but try to queue next podcast after another, impossible. home menu living its own odd life, favourites as well. looking at blog nobody is doing anything for ever green bugs, sad.",-1
i love the music on it and you can play your favorite songs i wish you play your own music of you choose,1
best music software yet,1
